id_siniestro;fecha_siniestro;anio_siniestro;modo_desplazamiento_victima;sexo_victima;edad_victima;GRAVEdad_victima;rol_victima;fecha_fallecimiento_victima
LC-2021-0091677;2021-03-01;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0098041;2021-03-03;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0144488;2021-03-03;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0096706;2021-03-03;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0096126;2021-03-03;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0096495;2021-03-03;2021;BICICLETA;F;55;LEVE;CICLISTA;
LC-2021-0099329;2021-03-05;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0102088;2021-03-06;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0105468;2021-03-08;2021;BICICLETA;F;45;GRAVE;CICLISTA;
LC-2021-0107065;2021-03-08;2021;BICICLETA;F;54;LEVE;CICLISTA;
LC-2021-0107257;2021-03-09;2021;BICICLETA;F;51;LEVE;CICLISTA;
LC-2021-0108662;2021-03-10;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0111814;2021-03-11;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0111367;2021-03-11;2021;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2021-0113025;2021-03-12;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0141517;2021-03-13;2021;BICICLETA;F;47;LEVE;CICLISTA;
LC-2021-0117525;2021-03-15;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0122861;2021-03-17;2021;BICICLETA;F;15;LEVE;CICLISTA;
LC-2021-0124234;2021-03-18;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0127002;2021-03-19;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0125802;2021-03-19;2021;BICICLETA;F;44;LEVE;CICLISTA;
LC-2021-0137561;2021-03-19;2021;BICICLETA;F;47;LEVE;CICLISTA;
LC-2021-0130268;2021-03-22;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0131030;2021-03-22;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0133269;2021-03-23;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0135124;2021-03-23;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0133998;2021-03-24;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0135169;2021-03-25;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0154800;2021-03-28;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0147764;2021-03-29;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0144074;2021-03-30;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0145225;2021-03-30;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0143523;2021-03-30;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0147470;2021-03-31;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0153881;2021-04-03;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0151373;2021-04-04;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0153815;2021-04-05;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0152131;2021-04-05;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0159672;2021-04-05;2021;BICICLETA;F;48;LEVE;CICLISTA;
LC-2021-0152770;2021-04-05;2021;BICICLETA;F;49;LEVE;CICLISTA;
LC-2021-0161139;2021-04-06;2021;BICICLETA;F;56;LEVE;CICLISTA;
LC-2021-0161044;2021-04-07;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0161758;2021-04-07;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0162930;2021-04-07;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0162468;2021-04-08;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0162496;2021-04-08;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0162365;2021-04-08;2021;BICICLETA;F;50;LEVE;CICLISTA;
LC-2021-0166966;2021-04-09;2021;BICICLETA;F;19;LEVE;CICLISTA;
LC-2021-0254633;2021-04-10;2021;BICICLETA;F;5;GRAVE;CICLISTA;
LC-2021-0167951;2021-04-11;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0170229;2021-04-13;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0177835;2021-04-13;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0171448;2021-04-13;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0170439;2021-04-13;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0174713;2021-04-14;2021;BICICLETA;F;21;LEVE;CICLISTA;
LC-2021-0173404;2021-04-14;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0172369;2021-04-14;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0172597;2021-04-14;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0172285;2021-04-14;2021;BICICLETA;F;54;LEVE;CICLISTA;
LC-2021-0174430;2021-04-15;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0180800;2021-04-16;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0177216;2021-04-16;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0177157;2021-04-16;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0177541;2021-04-17;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0177710;2021-04-17;2021;BICICLETA;F;41;LEVE;CICLISTA;
LC-2021-0183956;2021-04-19;2021;BICICLETA;F;39;LEVE;CICLISTA;
LC-2021-0181730;2021-04-20;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0182850;2021-04-20;2021;BICICLETA;F;50;LEVE;CICLISTA;
LC-2021-0187968;2021-04-21;2021;BICICLETA;F;54;LEVE;CICLISTA;
LC-2021-0189483;2021-04-23;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0188001;2021-04-23;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0190256;2021-04-25;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0193470;2021-04-27;2021;BICICLETA;F;24;LEVE;CICLISTA;
LC-2021-0194048;2021-04-27;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0193784;2021-04-27;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0199089;2021-04-28;2021;BICICLETA;F;49;LEVE;CICLISTA;
LC-2021-0197779;2021-04-29;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0199580;2021-04-30;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0198891;2021-04-30;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0199373;2021-04-30;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0199626;2021-04-30;2021;BICICLETA;F;53;LEVE;CICLISTA;
LC-2021-0222868;2021-05-16;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0227471;2021-05-19;2021;BICICLETA;F;60;GRAVE;CICLISTA;
LC-2021-0245413;2021-05-28;2021;BICICLETA;F;65;LEVE;CICLISTA;
LC-2021-0245081;2021-06-01;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0244489;2021-06-01;2021;BICICLETA;F;41;LEVE;CICLISTA;
LC-2021-0246906;2021-06-02;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0246319;2021-06-02;2021;BICICLETA;F;50;LEVE;CICLISTA;
LC-2021-0249886;2021-06-04;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0252156;2021-06-06;2021;BICICLETA;F;57;LEVE;CICLISTA;
LC-2021-0253057;2021-06-07;2021;BICICLETA;F;3;LEVE;CICLISTA;
LC-2021-0253057;2021-06-07;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0255387;2021-06-08;2021;BICICLETA;F;23;GRAVE;CICLISTA;
LC-2021-0255543;2021-06-08;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0254502;2021-06-08;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0257528;2021-06-09;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0304252;2021-06-09;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0279268;2021-06-10;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0259198;2021-06-10;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0260349;2021-06-11;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0260062;2021-06-11;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0262265;2021-06-12;2021;BICICLETA;F;20;LEVE;CICLISTA;
LC-2021-0265054;2021-06-14;2021;BICICLETA;F;20;LEVE;CICLISTA;
LC-2021-0265443;2021-06-14;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0265370;2021-06-14;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0276270;2021-06-15;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0268276;2021-06-16;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0270887;2021-06-17;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0276467;2021-06-17;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0270913;2021-06-17;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0270334;2021-06-17;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0269484;2021-06-17;2021;BICICLETA;F;57;LEVE;CICLISTA;
LC-2021-0302991;2021-06-18;2021;BICICLETA;F;20;LEVE;CICLISTA;
LC-2021-0279157;2021-06-18;2021;BICICLETA;F;43;LEVE;CICLISTA;
LC-2021-0273269;2021-06-18;2021;BICICLETA;F;59;LEVE;CICLISTA;
LC-2021-0276635;2021-06-19;2021;BICICLETA;F;65;LEVE;CICLISTA;
LC-2021-0289958;2021-06-22;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0290484;2021-06-22;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0279755;2021-06-22;2021;BICICLETA;F;48;LEVE;CICLISTA;
LC-2021-0288484;2021-06-23;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0288727;2021-06-23;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0290834;2021-06-24;2021;BICICLETA;F;17;LEVE;CICLISTA;
LC-2021-0301883;2021-06-26;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0308520;2021-06-30;2021;BICICLETA;F;47;LEVE;CICLISTA;
LC-2021-0310322;2021-07-01;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0324715;2021-07-01;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0310640;2021-07-01;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0309741;2021-07-01;2021;BICICLETA;F;38;LEVE;CICLISTA;
LC-2021-0311826;2021-07-02;2021;BICICLETA;F;21;LEVE;CICLISTA;
LC-2021-0313209;2021-07-03;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0317002;2021-07-06;2021;BICICLETA;F;41;LEVE;CICLISTA;
LC-2021-0319325;2021-07-07;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0322706;2021-07-08;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0321418;2021-07-08;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0323617;2021-07-09;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0324828;2021-07-10;2021;BICICLETA;F;24;LEVE;CICLISTA;
LC-2021-0324973;2021-07-10;2021;BICICLETA;F;52;LEVE;CICLISTA;
LC-2021-0326755;2021-07-12;2021;BICICLETA;F;29;GRAVE;CICLISTA;
LC-2021-0326492;2021-07-12;2021;BICICLETA;F;21;LEVE;CICLISTA;
LC-2021-0328030;2021-07-12;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0328917;2021-07-13;2021;BICICLETA;F;56;LEVE;CICLISTA;
LC-2021-0334003;2021-07-15;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0333310;2021-07-15;2021;BICICLETA;F;49;LEVE;CICLISTA;
LC-2021-0338138;2021-07-16;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0337278;2021-07-17;2021;BICICLETA;F;56;LEVE;CICLISTA;
LC-2021-0338093;2021-07-18;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0339121;2021-07-19;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0341153;2021-07-20;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0345980;2021-07-22;2021;BICICLETA;F;41;LEVE;CICLISTA;
LC-2021-0347233;2021-07-23;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0346800;2021-07-23;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0349971;2021-07-25;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0374963;2021-07-28;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0376233;2021-07-29;2021;BICICLETA;F;35;GRAVE;CICLISTA;
LC-2021-0378773;2021-07-30;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0378788;2021-07-30;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0378442;2021-07-30;2021;BICICLETA;F;38;LEVE;CICLISTA;
LC-2021-0378613;2021-07-30;2021;BICICLETA;F;51;LEVE;CICLISTA;
LC-2021-0378029;2021-07-30;2021;BICICLETA;F;61;LEVE;CICLISTA;
LC-2021-0379372;2021-07-31;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0380561;2021-08-01;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0385738;2021-08-04;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0388377;2021-08-05;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0388661;2021-08-05;2021;BICICLETA;F;39;LEVE;CICLISTA;
LC-2021-0389348;2021-08-06;2021;BICICLETA;F;23;GRAVE;CICLISTA;
LC-2021-0395548;2021-08-07;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0398488;2021-08-11;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0397466;2021-08-11;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0407194;2021-08-17;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0407965;2021-08-18;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0414729;2021-08-21;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0426882;2021-08-26;2021;BICICLETA;F;37;GRAVE;CICLISTA;
LC-2021-0423512;2021-08-26;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0425024;2021-08-27;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0428705;2021-08-30;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0430246;2021-08-30;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0433356;2021-09-01;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0433567;2021-09-01;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0445546;2021-09-02;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0437416;2021-09-03;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0451332;2021-09-10;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0455266;2021-09-11;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0452466;2021-09-11;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0452521;2021-09-12;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0457929;2021-09-15;2021;BICICLETA;F;32;LEVE;CICLISTA;
LC-2021-0460564;2021-09-16;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0461104;2021-09-16;2021;BICICLETA;F;38;LEVE;CICLISTA;
LC-2021-0461347;2021-09-16;2021;BICICLETA;F;45;LEVE;CICLISTA;
HC-2021-0464286;2021-09-18;2021;BICICLETA;F;76;MORTAL;CICLISTA;2021-9-18
LC-2021-0465088;2021-09-19;2021;BICICLETA;F;20;LEVE;CICLISTA;
LC-2021-0465733;2021-09-19;2021;BICICLETA;F;55;LEVE;CICLISTA;
LC-2021-0469397;2021-09-20;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0466623;2021-09-20;2021;BICICLETA;F;54;LEVE;CICLISTA;
LC-2021-0474893;2021-09-24;2021;BICICLETA;F;49;LEVE;CICLISTA;
LC-2021-0477420;2021-09-25;2021;BICICLETA;F;24;LEVE;CICLISTA;
LC-2021-0484229;2021-09-29;2021;BICICLETA;F;4;LEVE;CICLISTA;
LC-2021-0484229;2021-09-29;2021;BICICLETA;F;39;LEVE;CICLISTA;
LC-2021-0484875;2021-09-29;2021;BICICLETA;F;41;LEVE;CICLISTA;
LC-2021-0490314;2021-09-29;2021;BICICLETA;F;44;LEVE;CICLISTA;
LC-2021-0487302;2021-09-30;2021;BICICLETA;F;29;LEVE;CICLISTA;
LC-2021-0489690;2021-10-01;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0489688;2021-10-01;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0494539;2021-10-05;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0494685;2021-10-05;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0500790;2021-10-08;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0513559;2021-10-16;2021;BICICLETA;F;58;LEVE;CICLISTA;
LC-2021-0522581;2021-10-20;2021;BICICLETA;F;38;LEVE;CICLISTA;
LC-2021-0523164;2021-10-21;2021;BICICLETA;F;28;LEVE;CICLISTA;
LC-2021-0522498;2021-10-21;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0523360;2021-10-21;2021;BICICLETA;F;50;LEVE;CICLISTA;
LC-2021-0529025;2021-10-24;2021;BICICLETA;F;33;LEVE;CICLISTA;
LC-2021-0530225;2021-10-25;2021;BICICLETA;F;47;LEVE;CICLISTA;
LC-2021-0534579;2021-10-27;2021;BICICLETA;F;41;LEVE;CICLISTA;
LC-2021-0536279;2021-10-28;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0543916;2021-11-01;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0548632;2021-11-03;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0553160;2021-11-04;2021;BICICLETA;F;44;LEVE;CICLISTA;
LC-2021-0550827;2021-11-04;2021;BICICLETA;F;47;LEVE;CICLISTA;
LC-2021-0549596;2021-11-04;2021;BICICLETA;F;63;LEVE;CICLISTA;
LC-2021-0553195;2021-11-05;2021;BICICLETA;F;29;GRAVE;CICLISTA;
LC-2021-0552562;2021-11-05;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0553327;2021-11-05;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0554403;2021-11-06;2021;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2021-0556496;2021-11-08;2021;BICICLETA;F;18;LEVE;CICLISTA;
LC-2021-0564954;2021-11-08;2021;BICICLETA;F;47;LEVE;CICLISTA;
LC-2021-0589539;2021-11-09;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0559565;2021-11-09;2021;BICICLETA;F;39;LEVE;CICLISTA;
LC-2021-0560231;2021-11-09;2021;BICICLETA;F;44;LEVE;CICLISTA;
LC-2021-0560023;2021-11-09;2021;BICICLETA;F;54;LEVE;CICLISTA;
LC-2021-0566571;2021-11-12;2021;BICICLETA;F;48;LEVE;CICLISTA;
LC-2021-0568478;2021-11-13;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0572953;2021-11-14;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0579679;2021-11-15;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0576931;2021-11-16;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0576318;2021-11-18;2021;BICICLETA;F;24;LEVE;CICLISTA;
LC-2021-0579333;2021-11-18;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0576497;2021-11-18;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0598839;2021-11-18;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0577417;2021-11-18;2021;BICICLETA;F;57;LEVE;CICLISTA;
LC-2021-0579174;2021-11-19;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0579087;2021-11-19;2021;BICICLETA;F;40;LEVE;CICLISTA;
LC-2021-0581912;2021-11-21;2021;BICICLETA;F;6;LEVE;CICLISTA;
LC-2021-0586160;2021-11-24;2021;BICICLETA;F;21;LEVE;CICLISTA;
LC-2021-0587304;2021-11-25;2021;BICICLETA;F;19;LEVE;CICLISTA;
LC-2021-0589900;2021-11-26;2021;BICICLETA;F;27;GRAVE;CICLISTA;
LC-2021-0590444;2021-11-26;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0594377;2021-11-29;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0597412;2021-11-30;2021;BICICLETA;F;63;LEVE;CICLISTA;
LC-2021-0599678;2021-12-01;2021;BICICLETA;F;35;LEVE;CICLISTA;
LC-2021-0602958;2021-12-03;2021;BICICLETA;F;44;LEVE;CICLISTA;
LC-2021-0604241;2021-12-03;2021;BICICLETA;F;46;LEVE;CICLISTA;
LC-2021-0604390;2021-12-04;2021;BICICLETA;F;31;LEVE;CICLISTA;
LC-2021-0604329;2021-12-04;2021;BICICLETA;F;37;LEVE;CICLISTA;
LC-2021-0614514;2021-12-05;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0607976;2021-12-06;2021;BICICLETA;F;22;LEVE;CICLISTA;
LC-2021-0607191;2021-12-06;2021;BICICLETA;F;52;LEVE;CICLISTA;
LC-2021-0613929;2021-12-09;2021;BICICLETA;F;36;LEVE;CICLISTA;
LC-2021-0616110;2021-12-10;2021;BICICLETA;F;26;LEVE;CICLISTA;
LC-2021-0615702;2021-12-10;2021;BICICLETA;F;56;LEVE;CICLISTA;
LC-2021-0616947;2021-12-11;2021;BICICLETA;F;42;LEVE;CICLISTA;
LC-2021-0616852;2021-12-11;2021;BICICLETA;F;45;LEVE;CICLISTA;
LC-2021-0621385;2021-12-14;2021;BICICLETA;F;27;LEVE;CICLISTA;
LC-2021-0625115;2021-12-15;2021;BICICLETA;F;20;LEVE;CICLISTA;
LC-2021-0629439;2021-12-15;2021;BICICLETA;F;30;LEVE;CICLISTA;
LC-2021-0629161;2021-12-17;2021;BICICLETA;F;34;LEVE;CICLISTA;
LC-2021-0631311;2021-12-18;2021;BICICLETA;F;23;LEVE;CICLISTA;
LC-2021-0635409;2021-12-21;2021;BICICLETA;F;48;LEVE;CICLISTA;
LC-2021-0640520;2021-12-23;2021;BICICLETA;F;21;LEVE;CICLISTA;
LC-2021-0643259;2021-12-26;2021;BICICLETA;F;25;LEVE;CICLISTA;
LC-2021-0642867;2021-12-26;2021;BICICLETA;F;55;LEVE;CICLISTA;
LC-2021-0648847;2021-12-29;2021;BICICLETA;F;58;LEVE;CICLISTA;
HC-2022-0001018;2022-01-02;2022;BICICLETA;F;62;MORTAL;CICLISTA;2022-1-2
LC-2022-0002032;2022-01-03;2022;BICICLETA;F;33;LEVE;CICLISTA;
LC-2022-0002122;2022-01-03;2022;BICICLETA;F;37;LEVE;CICLISTA;
LC-2022-0007830;2022-01-06;2022;BICICLETA;F;28;LEVE;CICLISTA;
LC-2022-0010388;2022-01-07;2022;BICICLETA;F;32;LEVE;CICLISTA;
LC-2022-0010990;2022-01-08;2022;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2022-0021564;2022-01-16;2022;BICICLETA;F;28;LEVE;CICLISTA;
LC-2022-0028499;2022-01-20;2022;BICICLETA;F;27;LEVE;CICLISTA;
LC-2022-0033276;2022-01-24;2022;BICICLETA;F;43;LEVE;CICLISTA;
LC-2022-0042236;2022-01-29;2022;BICICLETA;F;24;LEVE;CICLISTA;
LC-2022-0044760;2022-01-31;2022;BICICLETA;F;35;LEVE;CICLISTA;
LC-2022-0045035;2022-01-31;2022;BICICLETA;F;43;LEVE;CICLISTA;
LC-2022-0043658;2022-01-31;2022;BICICLETA;F;47;LEVE;CICLISTA;
LC-2022-0046668;2022-02-01;2022;BICICLETA;F;17;LEVE;CICLISTA;
LC-2022-0050632;2022-02-01;2022;BICICLETA;F;21;LEVE;CICLISTA;
LC-2022-0052495;2022-02-04;2022;BICICLETA;F;25;LEVE;CICLISTA;
LC-2022-0056448;2022-02-07;2022;BICICLETA;F;22;LEVE;CICLISTA;
LC-2022-0062201;2022-02-10;2022;BICICLETA;F;43;LEVE;CICLISTA;
LC-2022-0071116;2022-02-10;2022;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2022-0071874;2022-02-15;2022;BICICLETA;F;65;LEVE;CICLISTA;
LC-2022-0073037;2022-02-16;2022;BICICLETA;F;43;LEVE;CICLISTA;
LC-2022-0080501;2022-02-20;2022;BICICLETA;F;26;GRAVE;CICLISTA;
LC-2022-0081278;2022-02-21;2022;BICICLETA;F;53;LEVE;CICLISTA;
LC-2022-0091935;2022-02-27;2022;BICICLETA;F;36;LEVE;CICLISTA;
LC-2022-0093461;2022-02-28;2022;BICICLETA;F;21;LEVE;CICLISTA;
LC-2022-0098735;2022-03-03;2022;BICICLETA;F;31;LEVE;CICLISTA;
LC-2022-0101793;2022-03-05;2022;BICICLETA;F;34;LEVE;CICLISTA;
LC-2022-0103794;2022-03-06;2022;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2022-0113658;2022-03-11;2022;BICICLETA;F;51;LEVE;CICLISTA;
LC-2022-0114617;2022-03-11;2022;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2022-0116682;2022-03-12;2022;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2022-0117139;2022-03-12;2022;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2022-0118025;2022-03-13;2022;BICICLETA;F;47;LEVE;CICLISTA;
LC-2022-0119547;2022-03-14;2022;BICICLETA;F;34;LEVE;CICLISTA;
LC-2022-0123404;2022-03-15;2022;BICICLETA;F;18;LEVE;CICLISTA;
LC-2022-0122918;2022-03-15;2022;BICICLETA;F;42;LEVE;CICLISTA;
LC-2022-0122345;2022-03-15;2022;BICICLETA;F;56;LEVE;CICLISTA;
LC-2022-0125341;2022-03-16;2022;BICICLETA;F;22;LEVE;CICLISTA;
LC-2022-0127858;2022-03-17;2022;BICICLETA;F;40;LEVE;CICLISTA;
LC-2022-0136078;2022-03-21;2022;BICICLETA;F;SD;LEVE;CICLISTA;
LC-2022-0140083;2022-03-23;2022;BICICLETA;F;35;LEVE;CICLISTA;
LC-2022-0146058;2022-03-26;2022;BICICLETA;F;55;LEVE;CICLISTA;
LC-2022-0147531;2022-03-27;2022;BICICLETA;F;8;LEVE;CICLISTA;
LC-2022-0148582;2022-03-28;2022;BICICLETA;F;SD;LEVE;CICLISTA;
